,Company,model,Year,Expert_rating,Symbol
614,subaru,Legacy,2014,7.8,7270.T
615,subaru,Forester,2022,8.3,7270.T
616,subaru,Legacy,2022,8.1,7270.T
617,subaru,Legacy,2017,7.8,7270.T
618,subaru,Forester,2017,7.8,7270.T
619,subaru,Impreza,2017,8.0,7270.T
620,subaru,Impreza,2013,8.1,7270.T
621,subaru,Forester,2018,8.2,7270.T
622,subaru,Impreza,2008,7.2,7270.T
623,subaru,Legacy,2008,8.6,7270.T
624,subaru,Legacy,2010,7.9,7270.T
625,subaru,Forester,2010,9.0,7270.T
626,subaru,Impreza,2010,7.5,7270.T
627,subaru,Legacy,2016,7.9,7270.T
628,subaru,Forester,2016,8.0,7270.T
629,subaru,Impreza,2016,7.7,7270.T
630,subaru,Impreza,2015,8.0,7270.T
631,subaru,Forester,2015,8.0,7270.T
632,subaru,Legacy,2015,7.7,7270.T
633,subaru,Forester,2008,8.4,7270.T
634,subaru,Legacy,2018,7.6,7270.T
635,subaru,Legacy,2021,8.2,7270.T
636,subaru,Forester,2021,8.4,7270.T
637,subaru,Legacy,2013,8.2,7270.T
638,subaru,Impreza,2022,7.8,7270.T
639,tesla,Model S,2017,8.9,TSLA
640,tesla,Model 3,2021,8.8,TSLA
641,tesla,Model S,2021,8.9,TSLA
642,tesla,Model S,2014,8.9,TSLA
643,tesla,Model S,2016,9.4,TSLA
644,tesla,Model X,2020,7.0,TSLA
645,tesla,Model 3,2020,8.5,TSLA
646,tesla,Model S,2020,7.9,TSLA
647,tesla,Model X,2016,9.4,TSLA
648,tesla,Model X,2017,8.2,TSLA
649,tesla,Model X,2018,7.9,TSLA
650,tesla,Model S,2013,8.9,TSLA
651,tesla,Model S,2015,9.3,TSLA
652,tesla,Model X,2019,7.5,TSLA
653,tesla,Model S,2019,9.3,TSLA
654,tesla,Model 3,2019,8.8,TSLA
655,tesla,Model 3,2018,8.7,TSLA
656,tesla,Model S,2018,9.5,TSLA
657,tesla,Model 3,2022,8.8,TSLA
658,tesla,Model S,2022,8.9,TSLA
659,tesla,Model X,2022,8.4,TSLA
660,toyota,Prius,2013,8.8,TM
661,toyota,Camry,2016,8.8,TM
662,toyota,4Runner,2015,6.8,TM
663,toyota,Prius,2015,8.4,TM
664,toyota,4Runner,2007,8.5,TM
665,toyota,Prius,2007,8.4,TM
666,toyota,Camry,2015,9.0,TM
667,toyota,Camry,2011,8.9,TM
668,toyota,Camry,2007,8.9,TM
669,toyota,Camry,2013,8.3,TM
670,toyota,Prius,2016,8.9,TM
671,toyota,Camry,2021,8.6,TM
672,toyota,Prius,2021,7.8,TM
673,toyota,4Runner,2021,7.1,TM
674,toyota,Prius,2011,9.1,TM
675,toyota,4Runner,2011,8.0,TM
676,toyota,4Runner,2010,8.3,TM
677,toyota,4Runner,2013,7.7,TM
678,toyota,Prius,2018,8.1,TM
679,toyota,Camry,2018,9.1,TM
680,toyota,Camry,2017,8.9,TM
681,toyota,Camry,2012,8.9,TM
682,toyota,Prius,2012,8.9,TM
683,toyota,Prius,2017,8.5,TM
684,toyota,4Runner,2017,7.4,TM
685,toyota,Camry,2022,8.5,TM
686,toyota,4Runner,2012,7.8,TM
687,toyota,Prius,2010,9.2,TM
688,toyota,4Runner,2009,8.7,TM
689,toyota,Prius,2009,8.9,TM
690,toyota,Camry,2009,8.7,TM
691,toyota,Camry,2019,8.7,TM
692,toyota,Prius,2019,7.6,TM
693,toyota,4Runner,2016,6.8,TM
694,toyota,4Runner,2018,7.4,TM
695,toyota,Camry,2014,8.8,TM
696,toyota,Prius,2022,7.8,TM
697,toyota,Camry,2010,8.3,TM
698,toyota,4Runner,2008,8.3,TM
699,toyota,Prius,2008,8.5,TM
700,toyota,Camry,2008,9.0,TM
701,toyota,4Runner,2020,7.2,TM
702,toyota,4Runner,2014,7.2,TM
703,toyota,Camry,2020,8.5,TM
704,toyota,Prius,2020,7.7,TM
705,toyota,4Runner,2022,7.1,TM
706,toyota,4Runner,2019,7.5,TM
707,toyota,Prius,2014,8.8,TM
708,volkswagen,Jetta,2022,7.9,VOW3.DE
709,volkswagen,Tiguan,2022,8.0,VOW3.DE
710,volkswagen,Passat,2021,7.6,VOW3.DE
711,volkswagen,Jetta,2021,7.8,VOW3.DE
712,volkswagen,Tiguan,2021,8.1,VOW3.DE
713,volkswagen,Passat,2010,7.7,VOW3.DE
714,volkswagen,Jetta,2010,7.9,VOW3.DE
715,volkswagen,Tiguan,2010,8.3,VOW3.DE
716,volkswagen,Jetta,2016,7.9,VOW3.DE
717,volkswagen,Jetta,2011,8.4,VOW3.DE
718,volkswagen,Passat,2019,7.8,VOW3.DE
719,volkswagen,Jetta,2019,7.7,VOW3.DE
720,volkswagen,Tiguan,2019,8.1,VOW3.DE
721,volkswagen,Tiguan,2011,8.3,VOW3.DE
722,volkswagen,Jetta,2013,7.7,VOW3.DE
723,volkswagen,Passat,2013,8.1,VOW3.DE
724,volkswagen,Passat,2018,7.7,VOW3.DE
725,volkswagen,Jetta,2018,7.5,VOW3.DE
726,volkswagen,Tiguan,2018,8.1,VOW3.DE
727,volkswagen,Passat,2017,7.8,VOW3.DE
728,volkswagen,Jetta,2017,8.1,VOW3.DE
729,volkswagen,Tiguan,2017,8.3,VOW3.DE
730,volkswagen,Tiguan,2014,8.7,VOW3.DE
731,volkswagen,Jetta,2014,7.8,VOW3.DE
732,volkswagen,Passat,2014,7.5,VOW3.DE
733,volkswagen,Jetta,2008,8.2,VOW3.DE
734,volkswagen,Passat,2016,7.8,VOW3.DE
735,volkswagen,Tiguan,2016,8.2,VOW3.DE
736,volkswagen,Tiguan,2015,8.3,VOW3.DE
737,volkswagen,Jetta,2015,7.9,VOW3.DE
738,volkswagen,Passat,2015,8.0,VOW3.DE
739,volkswagen,Passat,2008,8.5,VOW3.DE
740,volkswagen,Tiguan,2009,8.0,VOW3.DE
741,volkswagen,Jetta,2009,7.9,VOW3.DE
742,volkswagen,Tiguan,2013,7.8,VOW3.DE
743,volkswagen,Tiguan,2020,8.0,VOW3.DE
744,volkswagen,Passat,2009,7.6,VOW3.DE
745,volkswagen,Passat,2012,7.7,VOW3.DE
746,volkswagen,Passat,2020,7.8,VOW3.DE
747,volkswagen,Jetta,2020,8.1,VOW3.DE
748,volkswagen,Jetta,2007,8.2,VOW3.DE
749,volkswagen,Passat,2007,8.0,VOW3.DE
750,volkswagen,Tiguan,2012,7.5,VOW3.DE
751,volkswagen,Jetta,2012,8.4,VOW3.DE
752,volvo,XC60,2011,8.7,VOLCAR-B.ST
753,volvo,XC90,2008,8.2,VOLCAR-B.ST
754,volvo,XC90,2021,8.0,VOLCAR-B.ST
755,volvo,S60,2008,7.9,VOLCAR-B.ST
756,volvo,S60,2021,8.2,VOLCAR-B.ST
757,volvo,XC60,2014,8.1,VOLCAR-B.ST
758,volvo,S60,2014,7.9,VOLCAR-B.ST
759,volvo,XC60,2022,8.4,VOLCAR-B.ST
760,volvo,S60,2022,8.2,VOLCAR-B.ST
761,volvo,XC90,2022,8.0,VOLCAR-B.ST
762,volvo,XC60,2021,8.4,VOLCAR-B.ST
763,volvo,XC60,2015,7.8,VOLCAR-B.ST
764,volvo,XC90,2016,8.2,VOLCAR-B.ST
765,volvo,S60,2016,7.6,VOLCAR-B.ST
766,volvo,XC60,2016,7.9,VOLCAR-B.ST
767,volvo,S60,2009,7.7,VOLCAR-B.ST
768,volvo,XC90,2009,7.7,VOLCAR-B.ST
769,volvo,XC90,2011,7.3,VOLCAR-B.ST
770,volvo,S60,2011,8.2,VOLCAR-B.ST
771,volvo,XC90,2014,7.3,VOLCAR-B.ST
772,volvo,XC60,2012,8.2,VOLCAR-B.ST
773,volvo,XC60,2017,7.8,VOLCAR-B.ST
774,volvo,S60,2017,7.8,VOLCAR-B.ST
775,volvo,S60,2012,8.0,VOLCAR-B.ST
776,volvo,XC90,2012,7.6,VOLCAR-B.ST
777,volvo,XC90,2019,7.3,VOLCAR-B.ST
778,volvo,S60,2019,7.7,VOLCAR-B.ST
779,volvo,XC90,2010,7.4,VOLCAR-B.ST
780,volvo,XC60,2010,7.9,VOLCAR-B.ST
781,volvo,XC60,2019,7.9,VOLCAR-B.ST
782,volvo,XC90,2007,7.9,VOLCAR-B.ST
783,volvo,S60,2007,8.2,VOLCAR-B.ST
784,volvo,XC60,2013,7.6,VOLCAR-B.ST
785,volvo,S60,2013,8.0,VOLCAR-B.ST
786,volvo,XC90,2013,7.5,VOLCAR-B.ST
787,volvo,XC90,2018,7.5,VOLCAR-B.ST
788,volvo,S60,2018,8.0,VOLCAR-B.ST
789,volvo,XC60,2018,7.8,VOLCAR-B.ST
790,volvo,XC60,2020,8.0,VOLCAR-B.ST
791,volvo,S60,2020,8.1,VOLCAR-B.ST
792,volvo,XC90,2017,7.6,VOLCAR-B.ST
793,volvo,XC90,2020,7.6,VOLCAR-B.ST
794,volvo,S60,2015,7.9,VOLCAR-B.ST
