,Date,Symbol,Open
17903,2012-08-27,GM,21.200000762939453
17904,2012-08-27,F,9.510000228881836
17905,2012-08-27,BMW.DE,59.79999923706055
17907,2012-08-27,HMC,33.290000915527344
17909,2012-08-27,HYMTF,29.5
17912,2012-08-27,000270.KS,76800.0
17915,2012-08-27,7201.T,770.0
17919,2012-08-27,7270.T,658.0
17926,2012-08-27,7261.T,475.0
17928,2012-08-28,TSLA,5.679999828338623
17929,2012-08-28,TM,80.80000305175781
17930,2012-08-28,VOW3.DE,143.5500030517578
17932,2012-08-28,DAI.DE,41.244998931884766
17933,2012-08-28,GM,21.0
17934,2012-08-28,F,9.369999885559082
17935,2012-08-28,BMW.DE,60.34000015258789
17937,2012-08-28,HMC,32.59000015258789
17939,2012-08-28,HYMTF,29.5
17942,2012-08-28,000270.KS,76500.0
17945,2012-08-28,7201.T,764.0
17949,2012-08-28,7270.T,654.0
17956,2012-08-28,7261.T,480.0
17958,2012-08-29,TSLA,5.697999954223633
17959,2012-08-29,TM,80.9000015258789
17960,2012-08-29,VOW3.DE,144.39999389648438
17962,2012-08-29,DAI.DE,41.41999816894531
17963,2012-08-29,GM,20.89999961853028
17964,2012-08-29,F,9.329999923706056
17965,2012-08-29,BMW.DE,60.5
17967,2012-08-29,HMC,32.619998931884766
17969,2012-08-29,HYMTF,29.5
17972,2012-08-29,000270.KS,76500.0
17975,2012-08-29,7201.T,748.0
17979,2012-08-29,7270.T,644.0
17986,2012-08-29,7261.T,475.0
17988,2012-08-30,TSLA,5.71999979019165
17989,2012-08-30,TM,80.62000274658203
17990,2012-08-30,VOW3.DE,143.75
17992,2012-08-30,DAI.DE,40.67499923706055
17993,2012-08-30,GM,21.25
17994,2012-08-30,F,9.300000190734863
17995,2012-08-30,BMW.DE,59.45000076293945
17997,2012-08-30,HMC,32.119998931884766
17999,2012-08-30,HYMTF,29.5
18002,2012-08-30,000270.KS,76400.0
18005,2012-08-30,7201.T,751.0
18009,2012-08-30,7270.T,647.0
18016,2012-08-30,7261.T,480.0
18018,2012-08-31,TSLA,5.7220001220703125
18019,2012-08-31,TM,79.56999969482422
18020,2012-08-31,VOW3.DE,138.60000610351562
18022,2012-08-31,DAI.DE,39.150001525878906
18023,2012-08-31,GM,21.299999237060547
18024,2012-08-31,F,9.390000343322754
18025,2012-08-31,BMW.DE,57.34999847412109
18027,2012-08-31,HMC,31.75
18029,2012-08-31,HYMTF,30.049999237060547
18032,2012-08-31,000270.KS,75100.0
18035,2012-08-31,7201.T,731.0
18039,2012-08-31,7270.T,632.0
18046,2012-08-31,7261.T,475.0
18048,2012-09-03,VOW3.DE,139.75
18050,2012-09-03,DAI.DE,38.869998931884766
18051,2012-09-03,BMW.DE,57.22999954223633
18055,2012-09-03,000270.KS,74100.0
18057,2012-09-03,7201.T,730.0
18061,2012-09-03,7270.T,623.0
18066,2012-09-03,7261.T,465.0
18068,2012-09-04,TSLA,5.703999996185303
18069,2012-09-04,TM,78.69999694824219
18070,2012-09-04,VOW3.DE,137.60000610351562
18072,2012-09-04,DAI.DE,38.68000030517578
18073,2012-09-04,GM,21.25
18074,2012-09-04,F,9.369999885559082
18075,2012-09-04,BMW.DE,57.13999938964844
18077,2012-09-04,HMC,31.540000915527344
18079,2012-09-04,HYMTF,30.049999237060547
18082,2012-09-04,000270.KS,75700.0
18085,2012-09-04,7201.T,738.0
18089,2012-09-04,7270.T,620.0
18096,2012-09-04,7261.T,455.0
18098,2012-09-05,TSLA,5.602000236511231
18099,2012-09-05,TM,78.08999633789062
18100,2012-09-05,VOW3.DE,133.60000610351562
18102,2012-09-05,DAI.DE,37.709999084472656
18103,2012-09-05,GM,21.21999931335449
18104,2012-09-05,F,9.449999809265137
18105,2012-09-05,BMW.DE,54.720001220703125
18107,2012-09-05,HMC,31.32999992370605
18109,2012-09-05,HYMTF,30.950000762939453
18112,2012-09-05,000270.KS,73400.0
18115,2012-09-05,7201.T,728.0
18119,2012-09-05,7270.T,612.0
18126,2012-09-05,7261.T,460.0
18128,2012-09-06,TSLA,5.599999904632568
18129,2012-09-06,TM,79.37000274658203
18130,2012-09-06,VOW3.DE,135.85000610351562
18132,2012-09-06,DAI.DE,37.845001220703125
18133,2012-09-06,GM,21.790000915527344
18134,2012-09-06,F,9.65999984741211
18135,2012-09-06,BMW.DE,55.20000076293945
18137,2012-09-06,HMC,31.729999542236328
18139,2012-09-06,HYMTF,28.25
18142,2012-09-06,000270.KS,72300.0
18145,2012-09-06,7201.T,720.0
18149,2012-09-06,7270.T,614.0
18156,2012-09-06,7261.T,445.0
18158,2012-09-07,TSLA,5.710000038146973
18159,2012-09-07,TM,80.80999755859375
18160,2012-09-07,VOW3.DE,141.0
18162,2012-09-07,DAI.DE,39.560001373291016
18163,2012-09-07,GM,22.549999237060547
18164,2012-09-07,F,9.949999809265137
18165,2012-09-07,BMW.DE,57.900001525878906
18167,2012-09-07,HMC,32.77000045776367
18169,2012-09-07,HYMTF,28.25
18172,2012-09-07,000270.KS,73800.0
18175,2012-09-07,7201.T,747.0
18179,2012-09-07,7270.T,647.0
18186,2012-09-07,7261.T,465.0
18188,2012-09-10,TSLA,5.840000152587891
18189,2012-09-10,TM,82.19000244140625
18190,2012-09-10,VOW3.DE,140.89999389648438
18192,2012-09-10,DAI.DE,39.04999923706055
18193,2012-09-10,GM,23.280000686645508
18194,2012-09-10,F,10.079999923706056
18195,2012-09-10,BMW.DE,57.93000030517578
18197,2012-09-10,HMC,33.09000015258789
18199,2012-09-10,HYMTF,28.25
18202,2012-09-10,000270.KS,72500.0
18205,2012-09-10,7201.T,745.0
18209,2012-09-10,7270.T,650.0
18216,2012-09-10,7261.T,460.0
18218,2012-09-11,TSLA,5.552000045776367
18219,2012-09-11,TM,81.19000244140625
18220,2012-09-11,VOW3.DE,141.0
18222,2012-09-11,DAI.DE,38.65999984741211
18223,2012-09-11,GM,22.979999542236328
18224,2012-09-11,F,10.18000030517578
18225,2012-09-11,BMW.DE,58.209999084472656
18227,2012-09-11,HMC,33.189998626708984
18229,2012-09-11,HYMTF,28.25
18232,2012-09-11,000270.KS,73300.0
18235,2012-09-11,7201.T,738.0
18239,2012-09-11,7270.T,641.0
18246,2012-09-11,7261.T,470.0
18248,2012-09-12,TSLA,5.579999923706055
18249,2012-09-12,TM,82.27999877929688
18250,2012-09-12,VOW3.DE,144.0
18252,2012-09-12,DAI.DE,39.55500030517578
18253,2012-09-12,GM,23.13999938964844
18254,2012-09-12,F,10.25
18255,2012-09-12,BMW.DE,59.650001525878906
18257,2012-09-12,HMC,33.7400016784668
18259,2012-09-12,HYMTF,28.25
18262,2012-09-12,000270.KS,73300.0
18265,2012-09-12,7201.T,742.0
18269,2012-09-12,7270.T,637.0
18276,2012-09-12,7261.T,465.0
18278,2012-09-13,TSLA,5.714000225067139
18279,2012-09-13,TM,81.38999938964844
18280,2012-09-13,VOW3.DE,147.5
18282,2012-09-13,DAI.DE,39.35499954223633
18283,2012-09-13,GM,23.049999237060547
18284,2012-09-13,F,10.199999809265137
18285,2012-09-13,BMW.DE,60.810001373291016
18287,2012-09-13,HMC,33.650001525878906
18289,2012-09-13,HYMTF,30.5
18292,2012-09-13,000270.KS,72800.0
18295,2012-09-13,7201.T,735.0
18299,2012-09-13,7270.T,646.0
18306,2012-09-13,7261.T,470.0
18308,2012-09-14,TSLA,6.0
18309,2012-09-14,TM,83.16999816894531
18310,2012-09-14,VOW3.DE,148.8000030517578
18312,2012-09-14,DAI.DE,39.900001525878906
18313,2012-09-14,GM,23.690000534057617
18314,2012-09-14,F,10.40999984741211
18315,2012-09-14,BMW.DE,61.43000030517578
18317,2012-09-14,HMC,34.56999969482422
18319,2012-09-14,HYMTF,30.5
18322,2012-09-14,000270.KS,75400.0
18325,2012-09-14,7201.T,747.0
18329,2012-09-14,7270.T,658.0
18336,2012-09-14,7261.T,475.0
18338,2012-09-17,TSLA,6.46999979019165
18339,2012-09-17,TM,82.76000213623047
18340,2012-09-17,VOW3.DE,151.89999389648438
18342,2012-09-17,DAI.DE,40.01499938964844
18343,2012-09-17,GM,23.920000076293945
18344,2012-09-17,F,10.270000457763672
18345,2012-09-17,BMW.DE,61.86000061035156
18347,2012-09-17,HMC,34.599998474121094
18349,2012-09-17,HYMTF,31.549999237060547
18352,2012-09-17,000270.KS,76800.0
18363,2012-09-18,TSLA,6.375999927520752
18364,2012-09-18,TM,81.26000213623047
18365,2012-09-18,VOW3.DE,149.3000030517578
18367,2012-09-18,DAI.DE,39.5
18368,2012-09-18,GM,24.290000915527344
18369,2012-09-18,F,10.300000190734863
18370,2012-09-18,BMW.DE,61.09999847412109
18372,2012-09-18,HMC,33.220001220703125
18374,2012-09-18,HYMTF,31.600000381469727
18377,2012-09-18,000270.KS,76700.0
18380,2012-09-18,7201.T,701.0
18384,2012-09-18,7270.T,669.0
18391,2012-09-18,7261.T,490.0
18393,2012-09-19,TSLA,6.199999809265137
18394,2012-09-19,TM,82.16999816894531
18395,2012-09-19,VOW3.DE,149.35000610351562
18397,2012-09-19,DAI.DE,39.59999847412109
18398,2012-09-19,GM,24.36000061035156
18399,2012-09-19,F,10.489999771118164
18400,2012-09-19,BMW.DE,60.84999847412109
18402,2012-09-19,HMC,33.720001220703125
18404,2012-09-19,HYMTF,31.200000762939453
18406,2012-09-19,000270.KS,74900.0
18409,2012-09-19,7201.T,705.0
18412,2012-09-19,7270.T,671.0
18419,2012-09-19,7261.T,500.0
18421,2012-09-20,TSLA,6.185999870300293
18422,2012-09-20,TM,81.87999725341797
18423,2012-09-20,VOW3.DE,149.1999969482422
18425,2012-09-20,DAI.DE,39.57500076293945
18426,2012-09-20,GM,24.34000015258789
18427,2012-09-20,F,10.479999542236328
18428,2012-09-20,BMW.DE,60.56999969482422
18430,2012-09-20,HMC,33.540000915527344
18432,2012-09-20,HYMTF,31.200000762939453
18435,2012-09-20,000270.KS,73600.0
18438,2012-09-20,7201.T,707.0
18442,2012-09-20,7270.T,681.0
18449,2012-09-20,7261.T,510.0
18451,2012-09-21,TSLA,6.21999979019165
18452,2012-09-21,TM,82.08000183105469
18453,2012-09-21,VOW3.DE,150.60000610351562
18455,2012-09-21,DAI.DE,39.45000076293945
18456,2012-09-21,GM,24.540000915527344
18457,2012-09-21,F,10.529999732971191
18458,2012-09-21,BMW.DE,59.79999923706055
18460,2012-09-21,HMC,33.45000076293945
18462,2012-09-21,HYMTF,30.5
18465,2012-09-21,000270.KS,73200.0
18468,2012-09-21,7201.T,705.0
18472,2012-09-21,7270.T,680.0
18479,2012-09-21,7261.T,495.0
18481,2012-09-24,TSLA,5.901999950408936
18482,2012-09-24,TM,80.33999633789062
18483,2012-09-24,VOW3.DE,154.0
18485,2012-09-24,DAI.DE,39.95000076293945
18486,2012-09-24,GM,24.51000022888184
18487,2012-09-24,F,10.300000190734863
18488,2012-09-24,BMW.DE,59.40999984741211
18490,2012-09-24,HMC,32.650001525878906
18492,2012-09-24,HYMTF,30.5
18495,2012-09-24,000270.KS,73200.0
18498,2012-09-24,7201.T,699.0
18502,2012-09-24,7270.T,661.0
18509,2012-09-24,7261.T,485.0
18511,2012-09-25,TSLA,5.723999977111816
18512,2012-09-25,TM,81.27999877929688
18513,2012-09-25,VOW3.DE,154.14999389648438
18515,2012-09-25,DAI.DE,39.5
18516,2012-09-25,GM,24.43000030517578
18517,2012-09-25,F,10.350000381469728
18518,2012-09-25,BMW.DE,59.36000061035156
18520,2012-09-25,HMC,32.599998474121094
18522,2012-09-25,HYMTF,30.5
18525,2012-09-25,000270.KS,73200.0
18528,2012-09-25,7201.T,675.0
18532,2012-09-25,7270.T,658.0
18539,2012-09-25,7261.T,470.0
18542,2012-09-26,TSLA,5.5320000648498535
18543,2012-09-26,TM,79.4800033569336
18544,2012-09-26,VOW3.DE,149.1999969482422
18546,2012-09-26,DAI.DE,39.0
18547,2012-09-26,GM,23.25
18548,2012-09-26,F,9.979999542236328
18549,2012-09-26,BMW.DE,57.79999923706055
18551,2012-09-26,HMC,31.600000381469727
18553,2012-09-26,HYMTF,30.5
18556,2012-09-26,000270.KS,72000.0
18559,2012-09-26,7201.T,664.0
18563,2012-09-26,7270.T,664.0
18570,2012-09-26,7261.T,465.0
18573,2012-09-27,TSLA,5.564000129699707
18574,2012-09-27,TM,80.0
18575,2012-09-27,VOW3.DE,147.8000030517578
18577,2012-09-27,DAI.DE,38.38499069213867
18578,2012-09-27,GM,23.670000076293945
18579,2012-09-27,F,10.130000114440918
18580,2012-09-27,BMW.DE,57.63999938964844
18582,2012-09-27,HMC,31.739999771118164
18584,2012-09-27,HYMTF,30.5
18587,2012-09-27,000270.KS,71600.0
18590,2012-09-27,7201.T,654.0
18594,2012-09-27,7270.T,649.0
18601,2012-09-27,7261.T,460.0
18604,2012-09-28,TSLA,5.745999813079834
18605,2012-09-28,TM,78.19999694824219
18606,2012-09-28,VOW3.DE,144.39999389648438
18608,2012-09-28,DAI.DE,38.27999877929688
18609,2012-09-28,GM,23.0
18610,2012-09-28,F,9.989999771118164
18611,2012-09-28,BMW.DE,58.130001068115234
18613,2012-09-28,HMC,30.920000076293945
18615,2012-09-28,HYMTF,30.5
18618,2012-09-28,000270.KS,70500.0
18621,2012-09-28,7201.T,670.0
18625,2012-09-28,7270.T,666.0
18632,2012-09-28,7261.T,465.0
18635,2012-10-01,TSLA,5.900000095367432
18636,2012-10-01,TM,77.12000274658203
18637,2012-10-01,VOW3.DE,141.9499969482422
18638,2012-10-01,DAI.DE,37.81499862670898
18639,2012-10-01,GM,23.0
18640,2012-10-01,F,9.890000343322754
18641,2012-10-01,BMW.DE,56.84999847412109
18643,2012-10-01,HMC,30.81999969482422
18644,2012-10-01,HYMTF,30.5
18647,2012-10-01,7201.T,657.0
18650,2012-10-01,7270.T,649.0
18655,2012-10-01,7261.T,455.0
18657,2012-10-02,TSLA,5.855999946594238
18658,2012-10-02,TM,77.0
18659,2012-10-02,VOW3.DE,142.10000610351562
18660,2012-10-02,DAI.DE,37.685001373291016
18661,2012-10-02,GM,23.5
18662,2012-10-02,F,10.010000228881836
18663,2012-10-02,BMW.DE,56.84000015258789
18665,2012-10-02,HMC,30.6299991607666
18666,2012-10-02,HYMTF,30.5
18667,2012-10-02,000270.KS,70400.0
18669,2012-10-02,7201.T,656.0
18671,2012-10-02,7270.T,647.0
18676,2012-10-02,7261.T,450.0
18679,2012-10-03,TSLA,5.949999809265137
18680,2012-10-03,TM,76.94999694824219
18681,2012-10-03,GM,23.709999084472656
18682,2012-10-03,F,9.81999969482422
18684,2012-10-03,HMC,30.530000686645508
18685,2012-10-03,HYMTF,30.5
18689,2012-10-03,7201.T,661.0
18692,2012-10-03,7270.T,663.0
18698,2012-10-03,7261.T,460.0
18700,2012-10-04,TSLA,6.0
18701,2012-10-04,TM,78.72000122070312
18702,2012-10-04,VOW3.DE,142.10000610351562
18703,2012-10-04,DAI.DE,38.31999969482422
18704,2012-10-04,GM,24.549999237060547
18705,2012-10-04,F,10.0600004196167
18706,2012-10-04,BMW.DE,58.25
18708,2012-10-04,HMC,31.09000015258789
18709,2012-10-04,HYMTF,30.5
18711,2012-10-04,000270.KS,71800.0
18714,2012-10-04,7201.T,655.0
18717,2012-10-04,7270.T,688.0
18723,2012-10-04,7261.T,460.0
18726,2012-10-05,TSLA,5.940000057220459
18727,2012-10-05,TM,77.95999908447266
18728,2012-10-05,VOW3.DE,145.5500030517578
18729,2012-10-05,DAI.DE,38.64500045776367
18730,2012-10-05,GM,24.8799991607666
18731,2012-10-05,F,10.170000076293944
18732,2012-10-05,BMW.DE,60.18999862670898
18734,2012-10-05,HMC,31.100000381469727
18735,2012-10-05,HYMTF,32.0
18737,2012-10-05,000270.KS,72400.0
18740,2012-10-05,7201.T,676.0
18743,2012-10-05,7270.T,704.0
18749,2012-10-05,7261.T,470.0
18752,2012-10-08,TSLA,5.771999835968018
18753,2012-10-08,TM,77.41999816894531
18754,2012-10-08,VOW3.DE,147.6999969482422
18756,2012-10-08,DAI.DE,39.0
18757,2012-10-08,GM,24.790000915527344
18758,2012-10-08,F,10.0600004196167
18759,2012-10-08,BMW.DE,60.63999938964844
18761,2012-10-08,HMC,30.43000030517578
18763,2012-10-08,HYMTF,30.0
18766,2012-10-08,000270.KS,71800.0
18778,2012-10-09,TSLA,5.823999881744385
18779,2012-10-09,TM,76.44000244140625
18780,2012-10-09,VOW3.DE,146.39999389648438
18782,2012-10-09,DAI.DE,38.43000030517578
18783,2012-10-09,GM,24.739999771118164
18784,2012-10-09,F,10.210000038146973
18785,2012-10-09,BMW.DE,60.400001525878906
18787,2012-10-09,HMC,30.040000915527344
18789,2012-10-09,HYMTF,30.0
18792,2012-10-09,000270.KS,70800.0
18795,2012-10-09,7201.T,664.0
18799,2012-10-09,7270.T,698.0
18806,2012-10-09,7261.T,455.0
18809,2012-10-10,TSLA,5.677999973297119
18810,2012-10-10,TM,75.23999786376953
18811,2012-10-10,VOW3.DE,148.39999389648438
18813,2012-10-10,DAI.DE,37.595001220703125
18814,2012-10-10,GM,24.40999984741211
18815,2012-10-10,F,10.119999885559082
18816,2012-10-10,BMW.DE,59.93000030517578
18818,2012-10-10,HMC,29.84000015258789
18820,2012-10-10,HYMTF,30.0
18823,2012-10-10,000270.KS,70700.0
18826,2012-10-10,7201.T,640.0
18830,2012-10-10,7270.T,691.0
18836,2012-10-10,7261.T,445.0
18839,2012-10-11,TSLA,5.788000106811523
18840,2012-10-11,TM,74.79000091552734
18841,2012-10-11,VOW3.DE,145.75
18843,2012-10-11,DAI.DE,37.665000915527344
18844,2012-10-11,GM,24.40999984741211
18845,2012-10-11,F,10.0600004196167
18846,2012-10-11,BMW.DE,59.15999984741211
18848,2012-10-11,HMC,29.850000381469727
18850,2012-10-11,HYMTF,30.25
18853,2012-10-11,000270.KS,69700.0
18856,2012-10-11,7201.T,651.0
18860,2012-10-11,7270.T,684.0
18867,2012-10-11,7261.T,435.0
18870,2012-10-12,TSLA,5.664000034332275
18871,2012-10-12,TM,75.16999816894531
18872,2012-10-12,VOW3.DE,149.4499969482422
18874,2012-10-12,DAI.DE,38.150001525878906
18875,2012-10-12,GM,24.559999465942383
18876,2012-10-12,F,10.140000343322754
18877,2012-10-12,BMW.DE,60.900001525878906
18879,2012-10-12,HMC,30.290000915527344
18881,2012-10-12,HYMTF,30.25
18884,2012-10-12,000270.KS,69400.0
18887,2012-10-12,7201.T,659.0
18891,2012-10-12,7270.T,690.0
18898,2012-10-12,7261.T,445.0
18901,2012-10-15,TSLA,5.604000091552734
18902,2012-10-15,TM,76.25
18903,2012-10-15,VOW3.DE,146.85000610351562
18905,2012-10-15,DAI.DE,38.0099983215332
18906,2012-10-15,GM,24.51000022888184
18907,2012-10-15,F,10.109999656677246
18908,2012-10-15,BMW.DE,60.290000915527344
18910,2012-10-15,HMC,30.979999542236328
18912,2012-10-15,HYMTF,30.25
18915,2012-10-15,000270.KS,67000.0
18918,2012-10-15,7201.T,662.0
18922,2012-10-15,7270.T,691.0
18929,2012-10-15,7261.T,450.0
18932,2012-10-16,TSLA,5.533999919891357
18933,2012-10-16,TM,76.76000213623047
18934,2012-10-16,VOW3.DE,146.75
18936,2012-10-16,DAI.DE,38.400001525878906
18937,2012-10-16,GM,24.520000457763672
18938,2012-10-16,F,10.260000228881836
18939,2012-10-16,BMW.DE,60.83000183105469
18941,2012-10-16,HMC,31.1299991607666
18943,2012-10-16,HYMTF,30.25
18946,2012-10-16,000270.KS,66300.0
18949,2012-10-16,7201.T,683.0
18953,2012-10-16,7270.T,705.0
18960,2012-10-16,7261.T,470.0
18963,2012-10-17,TSLA,5.650000095367432
18964,2012-10-17,TM,77.94000244140625
18965,2012-10-17,VOW3.DE,147.5
18967,2012-10-17,DAI.DE,38.43999862670898
18968,2012-10-17,GM,24.89999961853028
18969,2012-10-17,F,10.3100004196167
18970,2012-10-17,BMW.DE,61.09999847412109
18972,2012-10-17,HMC,31.489999771118164
18974,2012-10-17,HYMTF,30.209999084472656
18977,2012-10-17,000270.KS,67200.0
18980,2012-10-17,7201.T,685.0
18984,2012-10-17,7270.T,692.0
18991,2012-10-17,7261.T,470.0
18994,2012-10-18,TSLA,5.797999858856201
18995,2012-10-18,TM,78.69000244140625
18996,2012-10-18,VOW3.DE,148.9499969482422
18998,2012-10-18,DAI.DE,38.59999847412109
18999,2012-10-18,GM,25.09000015258789
19000,2012-10-18,F,10.359999656677246
19001,2012-10-18,BMW.DE,61.65999984741211
19003,2012-10-18,HMC,32.04999923706055
19005,2012-10-18,HYMTF,30.209999084472656
19008,2012-10-18,000270.KS,67300.0
19011,2012-10-18,7201.T,683.0
19015,2012-10-18,7270.T,699.0
19022,2012-10-18,7261.T,480.0
19025,2012-10-19,TSLA,5.565999984741211
19026,2012-10-19,TM,78.43000030517578
19027,2012-10-19,VOW3.DE,148.10000610351562
19029,2012-10-19,DAI.DE,39.56499862670898
19030,2012-10-19,GM,25.43000030517578
19031,2012-10-19,F,10.420000076293944
19032,2012-10-19,BMW.DE,62.59999847412109
19034,2012-10-19,HMC,32.27000045776367
19036,2012-10-19,HYMTF,30.209999084472656
19039,2012-10-19,000270.KS,68500.0
19042,2012-10-19,7201.T,689.0
19046,2012-10-19,7270.T,705.0
19053,2012-10-19,7261.T,485.0
19056,2012-10-22,TSLA,5.5980000495910645
19057,2012-10-22,TM,78.91000366210938
19058,2012-10-22,VOW3.DE,149.75
19060,2012-10-22,DAI.DE,39.09000015258789
19061,2012-10-22,GM,24.559999465942383
19062,2012-10-22,F,10.140000343322754
19063,2012-10-22,BMW.DE,62.08000183105469
19065,2012-10-22,HMC,32.790000915527344
19067,2012-10-22,HYMTF,30.049999237060547
19070,2012-10-22,000270.KS,65900.0
19073,2012-10-22,7201.T,698.0
19077,2012-10-22,7270.T,702.0
19084,2012-10-22,7261.T,485.0
19087,2012-10-23,TSLA,5.47599983215332
19088,2012-10-23,TM,77.81999969482422
19089,2012-10-23,VOW3.DE,149.3000030517578
19091,2012-10-23,DAI.DE,38.650001525878906
19092,2012-10-23,GM,24.06999969482422
19093,2012-10-23,F,10.020000457763672
19094,2012-10-23,BMW.DE,61.709999084472656
19096,2012-10-23,HMC,32.209999084472656
19098,2012-10-23,HYMTF,30.049999237060547
19101,2012-10-23,000270.KS,65700.0
19103,2012-10-23,7201.T,710.0
19107,2012-10-23,7270.T,728.0
19113,2012-10-23,7261.T,510.0
19116,2012-10-24,TSLA,5.703999996185303
19117,2012-10-24,TM,77.77999877929688
19118,2012-10-24,VOW3.DE,147.0
19120,2012-10-24,DAI.DE,37.75
19121,2012-10-24,GM,24.14999961853028
19122,2012-10-24,F,10.079999923706056
19123,2012-10-24,BMW.DE,60.52999877929688
19125,2012-10-24,HMC,32.150001525878906
19127,2012-10-24,HYMTF,29.75
19129,2012-10-24,000270.KS,64200.0
19132,2012-10-24,7201.T,691.0
19135,2012-10-24,7270.T,733.0
19142,2012-10-24,7261.T,500.0
19145,2012-10-25,TSLA,5.559999942779541
19146,2012-10-25,TM,78.55999755859375
19147,2012-10-25,VOW3.DE,151.39999389648438
19149,2012-10-25,DAI.DE,36.75
19150,2012-10-25,GM,23.979999542236328
19151,2012-10-25,F,10.420000076293944
19152,2012-10-25,BMW.DE,60.0099983215332
19154,2012-10-25,HMC,32.38999938964844
19156,2012-10-25,HYMTF,29.5
19159,2012-10-25,000270.KS,61900.0
19162,2012-10-25,7201.T,694.0
19166,2012-10-25,7270.T,739.0
19173,2012-10-25,7261.T,495.0
19176,2012-10-26,TSLA,5.50600004196167
19177,2012-10-26,TM,77.30000305175781
19178,2012-10-26,VOW3.DE,152.5500030517578
19180,2012-10-26,DAI.DE,36.5
19181,2012-10-26,GM,23.61000061035156
19182,2012-10-26,F,10.350000381469728
19183,2012-10-26,BMW.DE,59.84999847412109
19185,2012-10-26,HMC,31.61000061035156
19187,2012-10-26,HYMTF,29.5
19189,2012-10-26,000270.KS,65100.0
19192,2012-10-26,7201.T,704.0
19195,2012-10-26,7270.T,738.0
19202,2012-10-26,7261.T,500.0
19205,2012-10-29,VOW3.DE,153.5500030517578
19207,2012-10-29,DAI.DE,36.459999084472656
19208,2012-10-29,BMW.DE,60.810001373291016
19212,2012-10-29,000270.KS,62300.0
19214,2012-10-29,7201.T,680.0
19218,2012-10-29,7270.T,726.0
19223,2012-10-29,7261.T,490.0
19225,2012-10-30,VOW3.DE,156.0
19227,2012-10-30,DAI.DE,36.19499969482422
19228,2012-10-30,BMW.DE,60.77999877929688
19232,2012-10-30,000270.KS,60200.0
19234,2012-10-30,7201.T,670.0
19238,2012-10-30,7270.T,727.0
19243,2012-10-30,7261.T,475.0
19245,2012-10-31,TSLA,5.539999961853027
19246,2012-10-31,TM,76.95999908447266
19247,2012-10-31,VOW3.DE,160.35000610351562
19249,2012-10-31,DAI.DE,36.40999984741211
19250,2012-10-31,GM,24.299999237060547
19251,2012-10-31,F,10.699999809265137
19252,2012-10-31,BMW.DE,61.59000015258789
19254,2012-10-31,HMC,30.190000534057617
19256,2012-10-31,HYMTF,29.5
19259,2012-10-31,000270.KS,61000.0
19262,2012-10-31,7201.T,661.0
19266,2012-10-31,7270.T,748.0
19273,2012-10-31,7261.T,470.0
19276,2012-11-01,TSLA,5.650000095367432
19277,2012-11-01,TM,77.5999984741211
19278,2012-11-01,VOW3.DE,159.14999389648438
19280,2012-11-01,DAI.DE,36.04999923706055
19281,2012-11-01,GM,25.530000686645508
19282,2012-11-01,F,11.1899995803833
19283,2012-11-01,BMW.DE,61.75
19285,2012-11-01,HMC,29.979999542236328
19287,2012-11-01,HYMTF,29.5
19290,2012-11-01,000270.KS,61000.0
19293,2012-11-01,7201.T,669.0
19297,2012-11-01,7270.T,769.0
19304,2012-11-01,7261.T,505.0
19307,2012-11-02,TSLA,5.854000091552734
19308,2012-11-02,TM,78.45999908447266
19309,2012-11-02,VOW3.DE,164.0
19311,2012-11-02,DAI.DE,36.59999847412109
19312,2012-11-02,GM,25.809999465942383
19313,2012-11-02,F,11.3100004196167
19314,2012-11-02,BMW.DE,63.63999938964844
19316,2012-11-02,HMC,30.809999465942383
19318,2012-11-02,HYMTF,29.5
19321,2012-11-02,000270.KS,61000.0
19324,2012-11-02,7201.T,676.0
19328,2012-11-02,7270.T,780.0
19335,2012-11-02,7261.T,530.0
19338,2012-11-05,TSLA,5.960000038146973
19339,2012-11-05,TM,80.30999755859375
19340,2012-11-05,VOW3.DE,162.8000030517578
19342,2012-11-05,DAI.DE,36.80500030517578
19343,2012-11-05,GM,25.440000534057617
19344,2012-11-05,F,11.149999618530272
19345,2012-11-05,BMW.DE,64.55000305175781
19347,2012-11-05,HMC,30.86000061035156
19349,2012-11-05,HYMTF,28.350000381469727
19352,2012-11-05,000270.KS,56100.0
19355,2012-11-05,7201.T,682.0
19359,2012-11-05,7270.T,800.0
19366,2012-11-05,7261.T,530.0
19369,2012-11-06,TSLA,6.122000217437744
19370,2012-11-06,TM,81.16999816894531
19371,2012-11-06,VOW3.DE,156.0
19373,2012-11-06,DAI.DE,37.0099983215332
19374,2012-11-06,GM,25.59000015258789
19375,2012-11-06,F,11.329999923706056
19376,2012-11-06,BMW.DE,64.4000015258789
19378,2012-11-06,HMC,30.940000534057617
19380,2012-11-06,HYMTF,29.049999237060547
19383,2012-11-06,000270.KS,56400.0
19386,2012-11-06,7201.T,678.0
19390,2012-11-06,7270.T,804.0
19397,2012-11-06,7261.T,530.0
19400,2012-11-07,TSLA,6.199999809265137
19401,2012-11-07,TM,80.4800033569336
19402,2012-11-07,VOW3.DE,157.0
19404,2012-11-07,DAI.DE,37.56999969482422
19405,2012-11-07,GM,25.63999938964844
19406,2012-11-07,F,11.25
19407,2012-11-07,BMW.DE,64.4000015258789
19409,2012-11-07,HMC,30.75
